image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2007/JPEGImages/000001.jpg,"['dog', 'person']",1.616451845620759e-05,0.0002131513756467,8.403072570217773e-05,0.0002097772521665,0.0006174948648549,1.5312212781282142e-05,0.0002761144714895,0.0003331710759084,0.0001288416533498,4.550435915007256e-05,0.0001721976150292,0.9764649271965028,0.0002030851028393,6.438858690671623e-05,0.987812340259552,0.0001812265254557,0.0003136412706226,0.0001150728567154,0.0002153985115,0.0019697975367307
../data/VOCdevkit/VOC2007/JPEGImages/000002.jpg,['train'],0.0003401183639653,0.0002562059380579,0.0008884971612133,0.0006527263321913,0.0002765085664577,0.0004704321036115,0.0178192052990198,0.0004292888625059,7.330508378800005e-05,0.0004161309625487,6.445148756029084e-05,0.0002452506741974,0.0008854859042912,0.0001325076591456,0.0037452070973813,0.0003224869142286,0.001488184556365,1.803012492018752e-05,0.8508585095405579,0.0002644228516146
../data/VOCdevkit/VOC2007/JPEGImages/000003.jpg,"['chair', 'sofa']",0.0004627830639947,0.0023446029517799,0.0007588248117826,0.0004713088856078,0.0001446816750103,0.0016130898147821,0.1790095865726471,0.0052159721963107,0.0206412933766841,9.153746213996784e-05,0.0009811643976718,0.0020557031966745,0.001197051606141,0.0001612363266758,0.0029552951455116,0.757017970085144,0.0013785660266876,0.0023009036667644,0.0612951405346393,0.0006740546086803
../data/VOCdevkit/VOC2007/JPEGImages/000004.jpg,['car'],0.000633405172266,0.0010577016510069,0.0003240769729018,0.0006251518498174,5.2314742788439617e-05,0.002839729655534,0.9999942779541016,9.763288107933477e-05,0.0002938593388535,0.0001692365476628,8.25768947834149e-05,0.0004066831897944,0.000605271605309,7.076622569002211e-05,0.0117086647078394,0.0011180770816281,0.0001333112741122,0.0001846337981987,0.0022206455469131,7.61621558922343e-05
../data/VOCdevkit/VOC2007/JPEGImages/000006.jpg,"['chair', 'diningtable', 'pottedplant']",0.0001917230256367,0.0030076098628342,6.854688399471343e-05,0.0003399864363018,0.000871252734214,0.0008670006063766,0.0004948810092173,0.0089130140841007,0.9641602635383606,5.446110299089924e-05,0.0321284979581832,0.0037310943007469,3.808861220022664e-05,0.000200076989131,0.0036229107063263,0.068365029990673,0.0002889398601837,0.757247269153595,0.0001484406384406,0.055733785033226
../data/VOCdevkit/VOC2007/JPEGImages/000008.jpg,['chair'],0.0002680628676898,0.0009650739375501,0.0008378404309041,0.0005645783967338,0.0189403295516967,0.0001664064911892,0.0001132920588133,0.0025014337152242,0.9767684936523438,6.627720722462982e-05,0.0395268723368644,0.0014479780802503,5.031520777265541e-05,0.000623810919933,0.0463025644421577,0.0146668097004294,0.000168253594893,0.1399216949939727,6.474038673331961e-05,0.0485025383532047
../data/VOCdevkit/VOC2007/JPEGImages/000010.jpg,"['horse', 'person']",0.0002523969742469,0.0003560466866474,1.1791973520303143e-05,0.0001093648897949,0.0003786149900406,0.0001317432906944,0.0095857195556163,0.0003251080634072,0.0014725450892001,0.0001209100300911,2.701267294469289e-05,0.007763959467411,0.9655899405479432,0.0003180823114234,0.9974492192268372,0.0003409212222322,3.217824632884003e-05,1.2420672646840105e-05,0.0001974465412786,0.0007660055416636
../data/VOCdevkit/VOC2007/JPEGImages/000011.jpg,['cat'],3.380002090125345e-05,0.0012011433718726,0.0009340445976704,0.0006262801471166,0.0007624606369063,0.0001016147143673,0.000210206315387,0.954809546470642,0.0013517301995307,0.0003739187668543,0.0001474233285989,0.0522817261517047,0.0004936320474371,0.0039444118738174,0.0311970934271812,6.781841511838138e-05,0.0002800990478135,0.0001649853365961,0.0006142435595393,0.0001293782988796
../data/VOCdevkit/VOC2007/JPEGImages/000013.jpg,['cow'],0.0002024975256063,0.0014499457320198,0.0038190684281289,0.0003288424632046,0.0003368805337231,0.0005998470587655,0.0006040857988409,0.029282160103321,7.953560998430476e-05,0.2138412743806839,7.254119555000216e-05,0.0002665543579496,0.0005567268817685,0.0013958140043541,0.0006762036355212,0.0001901172508951,0.2174861282110214,0.0006576470914296,0.0016636012587696,0.0001497918419772
../data/VOCdevkit/VOC2007/JPEGImages/000014.jpg,"['bus', 'car', 'person']",0.00110382551793,0.0019688114989548,3.1470532121602446e-05,0.0001767857611412,0.0005010023596696,0.2196190357208252,0.9931636452674866,0.0015292785828933,0.0002149947249563,1.342478844890138e-05,0.0001030787243507,0.0001945180119946,2.3427373889717277e-05,9.47404532780638e-06,0.0896569490432739,0.0008625638438388,2.5632794859120626e-05,0.0009711120510473,0.0022077008616179,0.000464140495751
../data/VOCdevkit/VOC2007/JPEGImages/000015.jpg,['bicycle'],0.0119844730943441,0.8843392729759216,0.000420319935074,0.0009515533456578,0.002218090230599,0.0013099530478939,0.0050287982448935,0.0076102009043097,0.0017552351346239,0.000221678536036,9.788093302631752e-05,0.0001950607111211,0.0002042342966888,0.0004136672941967,0.052783116698265,0.0003057211870327,9.766537550603972e-05,0.0001552903559058,0.0008774657617323,0.0013719190610572
../data/VOCdevkit/VOC2007/JPEGImages/000018.jpg,['dog'],9.140870679402724e-05,0.000354970281478,0.0002184669137932,0.0001607484882697,0.0010255953529849,9.317551302956416e-05,0.003699182998389,0.0029829919803887,0.0003918251022696,0.0088358214125037,0.0002897053200285,0.977161169052124,0.0096535850316286,0.0003163491201121,0.0034253820776939,0.0001187882007798,0.0005200399318709,0.0010659863473847,0.0015098203439265,9.006242180475965e-05
../data/VOCdevkit/VOC2007/JPEGImages/000022.jpg,"['horse', 'person']",0.0002946083550341,0.0003899895818904,0.003451395779848,0.0008750656852498,9.440985013497992e-05,0.0011900998651981,0.0082829613238573,8.530557533958927e-05,0.0005542672588489,0.0006805611192248,0.0004080960352439,0.000783996307291,0.9965367317199708,0.0014262864133343,0.9994563460350036,0.0008430053130723,0.0006367726600728,3.05431240121834e-05,0.0003954632265958,0.0003274434420745
