image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2007/JPEGImages/000001.jpg,1.616451845620759e-05,0.00021315137564670295,8.403072570217773e-05,0.00020977725216653198,0.0006174948648549616,1.5312212781282142e-05,0.0002761144714895636,0.0003331710759084672,0.00012884165334980935,4.550435915007256e-05,0.00017219761502929032,0.9764649271965027,0.0002030851028393954,6.438858690671623e-05,0.987812340259552,0.00018122652545571327,0.00031364127062261105,0.00011507285671541467,0.0002153985115000978,0.0019697975367307663
../data/VOCdevkit/VOC2007/JPEGImages/000002.jpg,0.0003401183639653027,0.000256205938057974,0.0008884971612133086,0.0006527263321913779,0.0002765085664577782,0.0004704321036115289,0.017819205299019814,0.0004292888625059277,7.330508378800005e-05,0.00041613096254877746,6.445148756029084e-05,0.0002452506741974503,0.0008854859042912722,0.0001325076591456309,0.0037452070973813534,0.00032248691422864795,0.0014881845563650131,1.8030124920187518e-05,0.8508585095405579,0.00026442285161465406
../data/VOCdevkit/VOC2007/JPEGImages/000003.jpg,0.0004627830639947206,0.0023446029517799616,0.0007588248117826879,0.00047130888560786843,0.00014468167501036078,0.0016130898147821426,0.1790095865726471,0.005215972196310759,0.02064129337668419,9.153746213996783e-05,0.0009811643976718187,0.0020557031966745853,0.0011970516061410308,0.00016123632667586207,0.002955295145511627,0.757017970085144,0.001378566026687622,0.0023009036667644978,0.06129514053463936,0.0006740546086803079
../data/VOCdevkit/VOC2007/JPEGImages/000004.jpg,0.0006334051722660661,0.001057701651006937,0.00032407697290182114,0.0006251518498174846,5.2314742788439617e-05,0.002839729655534029,0.9999942779541016,9.763288107933477e-05,0.00029385933885350823,0.00016923654766287655,8.25768947834149e-05,0.0004066831897944212,0.000605271605309099,7.076622569002211e-05,0.011708664707839489,0.0011180770816281438,0.00013331127411220223,0.00018463379819877446,0.002220645546913147,7.61621558922343e-05
../data/VOCdevkit/VOC2007/JPEGImages/000006.jpg,0.00019172302563674748,0.003007609862834215,6.854688399471343e-05,0.00033998643630184233,0.0008712527342140675,0.0008670006063766778,0.0004948810092173517,0.008913014084100723,0.9641602635383606,5.4461102990899235e-05,0.03212849795818329,0.0037310943007469177,3.8088612200226635e-05,0.00020007698913104832,0.0036229107063263655,0.06836502999067307,0.0002889398601837456,0.757247269153595,0.00014844063844066113,0.05573378503322601
../data/VOCdevkit/VOC2007/JPEGImages/000008.jpg,0.00026806286768987775,0.0009650739375501871,0.0008378404309041798,0.0005645783967338502,0.018940329551696777,0.00016640649118926376,0.00011329205881338567,0.002501433715224266,0.9767684936523438,6.627720722462982e-05,0.03952687233686447,0.0014479780802503228,5.031520777265541e-05,0.0006238109199330211,0.046302564442157745,0.01466680970042944,0.00016825359489303082,0.13992169499397278,6.474038673331961e-05,0.04850253835320473
../data/VOCdevkit/VOC2007/JPEGImages/000010.jpg,0.00025239697424694896,0.00035604668664745986,1.1791973520303145e-05,0.00010936488979496062,0.0003786149900406599,0.00013174329069443047,0.009585719555616379,0.0003251080634072423,0.001472545089200139,0.0001209100300911814,2.7012672944692895e-05,0.007763959467411041,0.9655899405479431,0.0003180823114234954,0.9974492192268372,0.00034092122223228216,3.217824632884003e-05,1.2420672646840103e-05,0.00019744654127862304,0.0007660055416636169
../data/VOCdevkit/VOC2007/JPEGImages/000011.jpg,3.380002090125345e-05,0.001201143371872604,0.0009340445976704359,0.0006262801471166313,0.0007624606369063258,0.00010161471436731517,0.00021020631538704038,0.9548095464706421,0.0013517301995307207,0.0003739187668543309,0.00014742332859896123,0.05228172615170479,0.0004936320474371314,0.003944411873817444,0.031197093427181244,6.781841511838138e-05,0.00028009904781356454,0.00016498533659614623,0.0006142435595393181,0.00012937829887960106
../data/VOCdevkit/VOC2007/JPEGImages/000013.jpg,0.0002024975256063044,0.0014499457320198417,0.0038190684281289577,0.00032884246320463717,0.0003368805337231606,0.0005998470587655902,0.0006040857988409698,0.029282160103321075,7.953560998430476e-05,0.2138412743806839,7.254119555000216e-05,0.00026655435794964433,0.0005567268817685544,0.001395814004354179,0.0006762036355212331,0.00019011725089512765,0.21748612821102142,0.0006576470914296806,0.0016636012587696314,0.0001497918419772759
../data/VOCdevkit/VOC2007/JPEGImages/000014.jpg,0.0011038255179300904,0.001968811498954892,3.1470532121602446e-05,0.00017678576114121825,0.0005010023596696556,0.2196190357208252,0.9931636452674866,0.001529278582893312,0.0002149947249563411,1.3424788448901381e-05,0.00010307872435078025,0.0001945180119946599,2.3427373889717273e-05,9.47404532780638e-06,0.08965694904327393,0.0008625638438388705,2.5632794859120622e-05,0.0009711120510473847,0.0022077008616179228,0.0004641404957510531
